,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
178,179,30,Bertahan,Travel_Rarely,1176,Research & Development,20,3,Other,1,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,Tidak Lembur,15,3,3,80,1,7,1,2,6,2,0,2
179,180,35,Bertahan,Travel_Rarely,890,Sales,2,3,Marketing,1,4,Female,97,3,1,Sales Representative,4,Married,2014,9687,1,Y,Tidak Lembur,13,3,1,80,0,2,3,3,2,2,2,2
180,181,59,Bertahan,Travel_Rarely,1429,Research & Development,18,4,Medical,1,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,Y,Tidak Lembur,12,3,4,80,0,25,6,2,9,7,5,4
181,182,39,Bertahan,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,Y,Tidak Lembur,21,4,2,80,1,13,2,3,6,4,0,5
183,184,29,Bertahan,Travel_Frequently,442,Sales,2,2,Life Sciences,1,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,Y,Tidak Lembur,18,3,1,80,0,10,3,2,10,7,0,9
184,185,34,Keluar,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Y,Lembur,15,3,3,80,3,11,2,3,3,2,0,2
185,186,36,Bertahan,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,Y,Tidak Lembur,12,3,4,80,0,10,2,3,8,0,7,7
186,187,30,Bertahan,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,Tidak Lembur,14,3,4,80,1,8,3,3,3,2,2,2
188,189,27,Bertahan,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Lembur,16,3,2,80,1,9,3,3,9,8,0,8
189,190,43,Bertahan,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,Tidak Lembur,16,3,1,80,1,10,1,2,1,0,0,0
190,191,38,Bertahan,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Lembur,14,3,2,80,1,12,3,3,11,10,2,9
193,194,31,Bertahan,Travel_Frequently,793,Sales,20,3,Life Sciences,1,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,Tidak Lembur,12,3,1,80,1,3,4,3,2,2,2,2
194,195,30,Bertahan,Travel_Rarely,501,Sales,27,5,Marketing,1,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,Tidak Lembur,23,4,4,80,1,10,2,2,8,7,7,7
195,196,44,Bertahan,Travel_Rarely,1448,Sales,28,3,Medical,1,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Lembur,18,3,3,80,1,23,2,3,12,11,11,11
196,197,23,Bertahan,Travel_Rarely,650,Research & Development,9,1,Medical,1,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,Y,Tidak Lembur,14,3,4,80,1,5,2,4,4,3,0,2
198,199,21,Keluar,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,Tidak Lembur,13,3,1,80,0,1,6,2,1,0,1,0
202,203,31,Bertahan,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Y,Lembur,19,3,2,80,1,8,2,3,6,4,0,2
203,204,46,Keluar,Travel_Rarely,377,Sales,9,3,Marketing,1,1,Male,52,3,3,Sales Executive,4,Divorced,10096,15986,4,Y,Tidak Lembur,11,3,1,80,1,28,1,4,7,7,4,3
204,205,53,Bertahan,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,Tidak Lembur,17,3,4,80,0,19,4,3,2,2,2,2
205,206,49,Bertahan,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,Y,Tidak Lembur,16,3,2,80,1,7,2,3,4,2,0,2
206,207,46,Bertahan,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Lembur,23,4,1,80,3,19,2,3,16,13,1,7
207,208,31,Bertahan,Travel_Rarely,140,Research & Development,12,1,Medical,1,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Lembur,23,4,3,80,1,7,0,3,4,2,0,2
209,210,58,Bertahan,Travel_Rarely,1055,Research & Development,1,3,Medical,1,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Y,Lembur,21,4,3,80,1,32,3,3,9,8,1,5
210,211,34,Bertahan,Non-Travel,1065,Sales,23,4,Marketing,1,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,Y,Tidak Lembur,20,4,3,80,0,10,2,3,9,5,8,7
212,213,35,Bertahan,Travel_Frequently,664,Research & Development,1,3,Medical,1,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,Tidak Lembur,13,3,4,80,1,5,2,2,3,2,1,2
213,214,32,Bertahan,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Y,Lembur,12,3,4,80,2,7,5,2,6,2,0,5
214,215,35,Bertahan,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,Tidak Lembur,15,3,3,80,0,6,2,3,5,4,4,3
215,216,19,Bertahan,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Lembur,12,3,4,80,0,1,2,3,1,0,0,1
216,217,28,Bertahan,Travel_Rarely,866,Sales,5,3,Medical,1,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,Tidak Lembur,18,3,4,80,0,6,4,3,5,4,1,3
217,218,32,Keluar,Travel_Rarely,1045,Sales,4,4,Medical,1,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,Tidak Lembur,11,3,3,80,0,14,2,2,14,8,9,8
218,219,43,Bertahan,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,Tidak Lembur,13,3,2,80,1,12,2,2,5,2,2,2
220,221,37,Bertahan,Travel_Rarely,367,Research & Development,25,2,Medical,1,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,Tidak Lembur,13,3,3,80,2,9,2,3,6,2,1,3
222,223,38,Bertahan,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,Tidak Lembur,14,3,2,80,0,14,3,3,1,0,0,0
223,224,30,Bertahan,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Lembur,19,3,4,80,0,12,2,1,11,9,4,7
224,225,53,Bertahan,Travel_Rarely,1436,Sales,6,2,Marketing,1,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Lembur,20,4,4,80,1,13,3,1,7,7,4,5
225,226,42,Bertahan,Travel_Rarely,635,Sales,1,1,Life Sciences,1,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,Tidak Lembur,25,4,3,80,0,20,3,3,20,16,11,6
226,227,30,Bertahan,Travel_Frequently,160,Research & Development,3,3,Medical,1,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,Tidak Lembur,20,4,3,80,1,1,2,3,1,0,0,0
228,229,25,Keluar,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Lembur,18,3,3,80,3,1,2,3,1,0,0,0
229,230,53,Bertahan,Travel_Rarely,447,Research & Development,2,3,Medical,1,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,Tidak Lembur,12,3,2,80,0,35,2,2,9,8,8,8
232,233,29,Bertahan,Travel_Rarely,1090,Sales,10,3,Marketing,1,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,Tidak Lembur,14,3,4,80,2,2,2,3,2,2,2,2
233,234,42,Keluar,Travel_Frequently,481,Sales,12,3,Life Sciences,1,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Lembur,12,3,2,80,0,22,2,2,21,9,13,14
234,235,34,Bertahan,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,Tidak Lembur,16,3,3,80,0,6,3,3,5,2,1,3
235,236,28,Bertahan,Travel_Rarely,1169,Human Resources,8,2,Medical,1,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,Tidak Lembur,13,3,4,80,1,6,6,3,5,1,0,4
236,237,43,Bertahan,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,Lembur,22,4,3,80,1,22,3,3,17,13,1,9
238,239,37,Bertahan,Travel_Rarely,228,Sales,6,4,Medical,1,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,Tidak Lembur,14,3,2,80,1,7,5,4,5,4,0,1
239,240,44,Bertahan,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,Tidak Lembur,11,3,2,80,0,10,1,4,2,2,0,2
240,241,34,Bertahan,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,Tidak Lembur,20,4,3,80,3,5,2,3,5,4,0,0
243,244,28,Bertahan,Travel_Rarely,304,Sales,9,4,Life Sciences,1,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,Tidak Lembur,16,3,4,80,0,7,1,3,7,5,0,7
244,245,40,Bertahan,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,Tidak Lembur,14,3,2,80,1,8,3,2,7,7,7,5
245,246,34,Bertahan,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,Tidak Lembur,17,3,2,80,1,6,1,3,3,2,1,2
246,247,44,Bertahan,Travel_Rarely,625,Research & Development,4,3,Medical,1,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,Tidak Lembur,12,3,4,80,0,10,2,2,5,2,2,3
247,248,25,Bertahan,Travel_Rarely,180,Research & Development,2,1,Medical,1,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,Tidak Lembur,13,3,3,80,0,6,3,2,4,3,0,1
248,249,34,Keluar,Travel_Rarely,699,Research & Development,6,1,Medical,1,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,Y,Tidak Lembur,11,3,3,80,0,8,2,3,4,2,1,3
249,250,60,Bertahan,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,Tidak Lembur,11,3,4,80,0,33,5,1,29,8,11,10
250,251,32,Bertahan,Travel_Rarely,601,Sales,7,5,Marketing,1,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,Y,Tidak Lembur,12,3,3,80,1,7,3,2,4,3,0,3
252,253,36,Bertahan,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,Tidak Lembur,18,3,3,80,0,8,6,3,6,2,0,1
254,255,32,Bertahan,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,Tidak Lembur,12,3,2,80,0,10,2,3,8,7,7,7
255,256,42,Bertahan,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,3,Female,31,3,4,Manager,1,Married,16799,16616,0,Y,Tidak Lembur,14,3,3,80,1,21,5,3,20,7,0,9
257,258,40,Keluar,Travel_Rarely,575,Sales,22,2,Marketing,1,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Lembur,12,3,1,80,2,8,6,3,6,4,1,0
259,260,25,Keluar,Travel_Rarely,240,Sales,5,3,Marketing,1,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,Lembur,11,3,4,80,0,6,1,3,6,4,0,3
261,262,24,Bertahan,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,Tidak Lembur,12,3,3,80,1,6,2,3,5,3,1,2
262,263,35,Bertahan,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,Lembur,25,4,4,80,1,10,2,1,10,6,0,7
263,264,48,Bertahan,Travel_Rarely,817,Sales,2,1,Marketing,1,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,Tidak Lembur,12,3,4,80,0,12,3,3,2,2,2,2
264,265,50,Bertahan,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,Tidak Lembur,22,4,3,80,1,32,1,2,5,4,1,3
265,266,54,Bertahan,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,Tidak Lembur,14,3,1,80,0,36,2,3,10,9,0,9
266,267,30,Bertahan,Travel_Rarely,202,Sales,2,1,Technical Degree,1,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,Tidak Lembur,18,3,1,80,1,1,3,3,1,0,0,0
267,268,31,Keluar,Travel_Rarely,542,Sales,20,3,Life Sciences,1,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,Lembur,11,3,3,80,1,4,2,3,2,2,2,2
268,269,39,Keluar,Travel_Rarely,1162,Sales,3,2,Medical,1,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Y,Lembur,18,3,1,80,0,12,3,2,1,0,0,0
269,270,51,Keluar,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,Tidak Lembur,15,3,4,80,0,18,2,3,4,2,0,3
270,271,44,Bertahan,Non-Travel,981,Research & Development,5,3,Life Sciences,1,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,Tidak Lembur,14,3,4,80,0,7,5,3,5,2,0,3
271,272,50,Bertahan,Travel_Rarely,989,Research & Development,7,2,Medical,1,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Lembur,12,3,4,80,1,29,2,2,27,3,13,8
273,274,32,Bertahan,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,Tidak Lembur,17,3,2,80,2,10,3,3,10,4,0,9
274,275,44,Bertahan,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,Y,Tidak Lembur,14,3,4,80,2,26,4,2,25,9,14,13
276,277,53,Bertahan,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,1,Female,78,2,4,Manager,4,Married,15427,22021,2,Y,Tidak Lembur,16,3,3,80,0,31,3,3,25,8,3,7
278,279,55,Bertahan,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,Tidak Lembur,23,4,4,80,0,37,2,3,10,9,7,7
279,280,38,Bertahan,Non-Travel,152,Sales,10,3,Technical Degree,1,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,Lembur,13,3,2,80,0,6,1,3,5,3,1,3
280,281,34,Keluar,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,Y,Tidak Lembur,15,3,4,80,0,2,0,3,2,2,2,2
281,282,36,Bertahan,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,Tidak Lembur,11,3,2,80,0,15,2,2,14,8,7,8
282,283,57,Bertahan,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Lembur,16,3,2,80,1,12,2,1,5,3,1,4
284,285,36,Bertahan,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,Y,Tidak Lembur,16,3,3,80,0,10,2,2,10,4,1,8
285,286,28,Keluar,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,Y,Tidak Lembur,11,3,3,80,0,5,5,1,0,0,0,0
286,287,35,Bertahan,Travel_Rarely,538,Research & Development,25,2,Other,1,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,Tidak Lembur,14,3,4,80,0,9,3,3,3,2,0,2
287,288,27,Bertahan,Travel_Frequently,1410,Sales,3,1,Medical,1,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Lembur,20,4,2,80,2,6,3,3,6,5,0,4
289,290,37,Keluar,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,Lembur,22,4,4,80,0,7,3,3,3,2,0,2
291,292,50,Keluar,Travel_Rarely,869,Sales,3,2,Marketing,1,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Y,Lembur,14,3,3,80,0,3,2,3,3,2,0,2
292,293,45,Bertahan,Non-Travel,1195,Research & Development,2,2,Medical,1,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,Tidak Lembur,23,4,4,80,1,22,1,3,20,8,11,8
293,294,27,Bertahan,Travel_Frequently,829,Sales,8,1,Marketing,1,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,Y,Tidak Lembur,19,3,2,80,1,5,3,3,4,2,1,1
294,295,41,Bertahan,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,Tidak Lembur,16,3,2,80,1,22,2,3,18,16,11,8
295,296,30,Bertahan,Non-Travel,1116,Research & Development,2,3,Medical,1,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,Tidak Lembur,14,3,3,80,0,12,2,2,11,7,6,7
296,297,32,Bertahan,Non-Travel,862,Sales,2,1,Life Sciences,1,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,Tidak Lembur,12,3,3,80,3,1,3,3,1,0,0,0
297,298,55,Bertahan,Travel_Rarely,692,Research & Development,14,4,Medical,1,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,Tidak Lembur,11,3,4,80,0,36,3,3,24,15,2,15
298,299,32,Keluar,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,Y,Tidak Lembur,18,3,1,80,1,10,3,3,10,4,1,1
299,300,54,Bertahan,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,Tidak Lembur,17,3,1,80,1,33,2,1,5,4,1,4
300,301,44,Keluar,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Lembur,11,3,3,80,0,6,4,3,6,4,0,2
301,302,32,Bertahan,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Lembur,12,3,4,80,1,6,2,2,6,4,0,5
303,304,33,Bertahan,Non-Travel,1038,Sales,8,1,Life Sciences,1,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,Tidak Lembur,19,3,4,80,0,3,2,2,2,2,2,2
305,306,27,Bertahan,Non-Travel,691,Research & Development,9,3,Medical,1,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,Tidak Lembur,18,3,4,80,1,6,1,1,2,2,2,2
306,307,33,Bertahan,Travel_Rarely,1198,Research & Development,1,4,Other,1,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Y,Lembur,11,3,2,80,0,6,1,3,3,2,0,2
307,308,47,Keluar,Non-Travel,666,Research & Development,29,4,Life Sciences,1,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Y,Lembur,12,3,4,80,1,10,2,2,10,7,9,9
308,309,19,Keluar,Non-Travel,504,Research & Development,10,3,Medical,1,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Y,Lembur,25,4,2,80,0,1,2,4,1,1,0,0
309,310,37,Bertahan,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,Tidak Lembur,14,3,4,80,1,17,2,4,1,0,0,0
310,311,56,Bertahan,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Lembur,12,3,1,80,1,33,0,3,19,16,15,9
314,315,29,Bertahan,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Y,Lembur,12,3,4,80,0,10,3,3,9,5,0,8
315,316,38,Bertahan,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,Tidak Lembur,17,3,3,80,1,19,2,3,10,8,0,1
316,317,42,Bertahan,Travel_Rarely,1332,Research & Development,2,4,Other,1,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,Tidak Lembur,23,4,2,80,0,14,6,3,1,0,0,0
319,320,54,Bertahan,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,Tidak Lembur,11,3,3,80,1,22,2,3,10,7,0,8
320,321,29,Bertahan,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,Tidak Lembur,23,4,4,80,1,6,3,3,5,4,0,4
321,322,26,Bertahan,Travel_Frequently,1283,Sales,1,3,Medical,1,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,Tidak Lembur,12,3,2,80,0,7,2,3,7,7,0,7
322,323,37,Bertahan,Non-Travel,1252,Sales,19,2,Medical,1,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Lembur,13,3,4,80,0,10,2,3,10,0,0,9
324,325,31,Bertahan,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,Tidak Lembur,22,4,4,80,1,10,3,2,7,7,1,7
326,327,45,Keluar,Travel_Frequently,306,Sales,26,4,Life Sciences,1,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,Tidak Lembur,14,3,4,80,2,5,4,3,1,1,0,0
327,328,43,Bertahan,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,Tidak Lembur,24,4,3,80,1,22,3,3,4,1,1,0
328,329,29,Bertahan,Travel_Rarely,986,Research & Development,3,4,Medical,1,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,Tidak Lembur,18,3,3,80,0,10,2,3,10,2,0,7
329,330,30,Bertahan,Travel_Rarely,231,Sales,8,2,Other,1,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,Tidak Lembur,11,3,1,80,1,10,2,4,8,4,7,7
330,331,40,Bertahan,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,Y,Tidak Lembur,22,4,4,80,1,22,3,2,22,3,11,11
333,334,56,Bertahan,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,Tidak Lembur,11,3,4,80,3,36,0,2,7,7,7,7
334,335,25,Bertahan,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,Y,Tidak Lembur,11,3,2,80,0,6,3,2,3,2,1,2
335,336,42,Bertahan,Non-Travel,179,Human Resources,2,5,Medical,1,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,Tidak Lembur,16,3,1,80,1,10,3,4,4,3,0,3
336,337,32,Bertahan,Travel_Frequently,967,Sales,8,3,Marketing,1,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,Tidak Lembur,14,3,4,80,0,9,2,3,9,8,3,7
337,338,32,Bertahan,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,Tidak Lembur,15,3,4,80,2,10,2,3,10,8,4,7
338,339,55,Bertahan,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,Lembur,19,3,4,80,1,12,4,3,10,7,0,8
342,343,27,Bertahan,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,Tidak Lembur,19,3,4,80,3,3,4,3,3,2,1,2
343,344,38,Bertahan,Travel_Frequently,1186,Research & Development,3,4,Other,1,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,Tidak Lembur,16,3,1,80,1,8,2,3,2,2,2,2
344,345,37,Bertahan,Travel_Frequently,1231,Sales,21,2,Medical,1,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,Tidak Lembur,15,3,2,80,1,10,3,3,5,4,0,0
346,347,26,Bertahan,Travel_Frequently,496,Research & Development,11,2,Medical,1,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,Lembur,13,3,3,80,1,5,3,3,5,3,3,3
348,349,45,Bertahan,Travel_Rarely,252,Research & Development,1,3,Other,1,3,Male,70,4,5,Manager,4,Married,19202,15970,0,Y,Tidak Lembur,11,3,3,80,1,25,2,3,24,0,1,7
349,350,26,Bertahan,Travel_Rarely,1443,Sales,23,3,Marketing,1,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Lembur,19,3,3,80,1,5,2,2,2,2,0,0
350,351,41,Bertahan,Travel_Rarely,802,Sales,9,1,Life Sciences,1,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Lembur,13,3,3,80,1,12,2,3,9,7,0,7
351,352,19,Bertahan,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,Tidak Lembur,25,4,3,80,0,1,4,3,1,1,0,0
